Date,HDFCBANK.NS,HINDUNILVR.NS,INFY.NS,MARUTI.NS,RELIANCE.NS
2024-08-16,792.0662841796875,2667.400390625,1747.378173828125,12082.5263671875,1460.58642578125
2024-08-19,791.7993774414062,2661.8681640625,1752.8773193359375,12019.7060546875,1475.65625
2024-08-20,794.783935546875,2670.1181640625,1759.8331298828125,12084.158203125,1483.1416015625
2024-08-21,789.0089111328125,2709.086669921875,1760.3028564453125,12090.0947265625,1485.8433837890625
2024-08-22,791.6781005859375,2710.639892578125,1767.39990234375,12144.900390625,1485.2979736328125
2024-08-23,788.6448974609375,2732.769287109375,1750.3392333984375,12170.5732421875,1487.1322021484375
2024-08-26,795.8758544921875,2738.15576171875,1763.5460205078125,12112.69921875,1499.6490478515625
2024-08-27,794.8082275390625,2685.50146484375,1786.0584716796875,12363.08984375,1487.6031494140625
2024-08-28,794.49267578125,2683.02685546875,1822.7178955078125,12225.181640625,1485.4715576171875
2024-08-29,795.1964721679688,2703.31201171875,1817.3128662109375,12320.451171875,1507.90283203125
2024-08-30,794.3956909179688,2696.275146484375,1827.041748046875,12270.1953125,1496.6995849609375
2024-09-02,789.56689453125,2707.000244140625,1846.5933837890625,12294.333984375,1503.267822265625
2024-09-03,794.6140747070312,2712.095703125,1824.7388916015625,12264.357421875,1496.203857421875
2024-09-04,796.773681640625,2757.66455078125,1807.0670166015625,12204.1591796875,1501.5823974609375
2024-09-05,798.5450439453125,2754.94677734375,1817.1248779296875,12166.912109375,1480.192138671875
2024-09-06,794.419921875,2755.431884765625,1787.7034912109375,12055.6669921875,1452.2830810546875
2024-09-09,799.0546264648438,2835.8447265625,1780.9356689453125,12015.69921875,1449.9283447265625
2024-09-10,800.9229736328125,2813.327392578125,1797.5263671875,12132.08984375,1449.0113525390625
2024-09-11,797.7928466796875,2818.714111328125,1795.5052490234375,12111.51171875,1439.0721435546875
2024-09-12,808.8092651367188,2869.427001953125,1833.3865966796875,12268.0673828125,1467.1298828125
2024-09-13,808.4937744140625,2846.666748046875,1827.417724609375,12184.17578125,1460.016357421875
2024-09-16,810.9202880859375,2782.754150390625,1833.19873046875,12157.416015625,1458.752197265625
2024-09-17,809.876953125,2788.965576171875,1835.360595703125,12114.62890625,1459.6942138671875
2024-09-18,822.494873046875,2791.246826171875,1778.585693359375,12073.423828125,1450.919921875
2024-09-19,829.1435546875,2826.090576171875,1780.5125732421875,12219.24609375,1457.0916748046875
2024-09-20,845.0130004882812,2890.00341796875,1791.3695068359375,12479.4306640625,1473.2025146484375
2024-09-23,854.0397338867188,2939.454345703125,1782.6275634765625,12547.294921875,1480.5887451171875
2024-09-24,858.0435180664062,2863.7490234375,1784.6485595703125,12602.201171875,1476.6229248046875
2024-09-25,863.4060668945312,2862.196044921875,1781.546630859375,12648.4013671875,1481.15869140625
2024-09-26,865.5171508789062,2898.25341796875,1786.1995849609375,13240.4931640625,1485.12451171875
2024-09-27,850.5697631835938,2878.9873046875,1792.3094482421875,13351.095703125,1513.10791015625
2024-09-30,840.572509765625,2871.271240234375,1763.029052734375,13096.25390625,1463.9324951171875
2024-10-01,837.7334594726562,2837.737548828125,1790.053466796875,13025.025390625,1452.2830810546875
2024-10-03,816.282958984375,2808.23193359375,1779.7606201171875,12511.927734375,1394.928466796875
2024-10-04,804.4657592773438,2764.94384765625,1803.0252685546875,12470.7744140625,1374.653564453125
2024-10-07,785.12646484375,2750.04541015625,1818.2059326171875,12393.3623046875,1358.9888916015625
2024-10-08,801.2627563476562,2735.875244140625,1831.6005859375,12397.7646484375,1385.3858642578125
2024-10-09,792.5758666992188,2687.49169921875,1835.5484619140625,12624.0654296875,1362.8306884765625
2024-10-10,806.7709350585938,2673.66064453125,1803.82421875,12805.5009765625,1359.31103515625
2024-10-11,801.238525390625,2701.322021484375,1818.9578857421875,12639.8447265625,1360.35205078125
2024-10-14,819.2432861328125,2707.048583984375,1841.3294677734375,12403.6005859375,1360.7734375
2024-10-15,817.3020629882812,2699.62353515625,1841.70556640625,12313.4765625,1332.5174560546875
